ds,Y
9/21/2021,27975.42188
9/22/2021,27940.14258
9/23/2021,27834.30859
9/24/2021,28010.69922
9/27/2021,27799.03125
9/28/2021,28292.92188
9/29/2021,28151.81055
9/30/2021,27834.30859
10/1/2021,27375.69531
10/4/2021,27446.25195
10/5/2021,27728.47461
10/6/2021,27799.03125
10/7/2021,27622.64063
10/8/2021,27657.91992
10/11/2021,28222.36719
10/12/2021,28398.75586
10/13/2021,28151.81055
10/14/2021,27904.86523
10/15/2021,27869.58789
10/18/2021,27728.47461
10/19/2021,28257.64453
10/20/2021,28045.97656
10/21/2021,27869.58789
10/22/2021,27728.47461
10/25/2021,27657.91992
10/26/2021,27657.91992
10/27/2021,28151.81055
10/28/2021,28116.5332
10/29/2021,29280.70508
11/1/2021,29492.37305
11/2/2021,29598.20703
11/3/2021,30374.32227
11/4/2021,31044.60352
11/5/2021,30762.37891
11/8/2021,30974.04688
11/9/2021,30339.04492
11/10/2021,30339.04492
11/11/2021,30197.93164
11/12/2021,30480.15625
11/15/2021,30197.93164
11/16/2021,30197.93164
11/17/2021,30762.37891
11/18/2021,31397.38281
11/19/2021,31326.82617
11/22/2021,32138.2207
11/23/2021,31538.49414
11/24/2021,32491
11/25/2021,31997.10742
11/26/2021,32067.66406
11/29/2021,31397.38281
11/30/2021,31326.82617
12/1/2021,31256.27148
12/2/2021,31185.71484
12/3/2021,29633.48438
12/6/2021,29598.20703
12/7/2021,30762.37891
12/8/2021,31044.60352
12/9/2021,31044.60352
12/10/2021,31467.93945
12/13/2021,32102.94141
12/14/2021,31961.83008
12/15/2021,31679.60742
12/16/2021,31679.60742
12/17/2021,31679.60742
12/20/2021,31467.93945
12/21/2021,30903.49219
12/22/2021,30550.71289
12/23/2021,30614.96094
12/24/2021,31058.65625
12/27/2021,31324.87305
12/28/2021,31236.13477
12/29/2021,31236.13477
12/30/2021,31413.61328
12/31/2021,32922.17578
